date,CPI,CPI_yoy,CPI_mom,PPI,PPI_yoy,interest rate,previous interest rate,next interest rate,previous change,present change
1979-01-01,68.5,9.250398724082933,0.8836524300441795,73.8,10.479041916167663,10.07,10.03,10.06,0.0400000000000009,-0.0099999999999997
1979-02-01,69.2,9.84126984126985,1.0218978102189746,74.9,10.962962962962974,10.06,10.07,10.09,-0.0099999999999997,0.0299999999999993
1979-03-01,69.9,10.252365930599373,1.0115606936416333,75.8,11.30690161527166,10.09,10.06,10.01,0.0299999999999993,-0.08
1979-04-01,70.6,10.485133020344284,1.0014306151645114,76.9,11.449275362318856,10.01,10.09,10.24,-0.08,0.2300000000000004
1979-05-01,71.4,10.697674418604652,1.1331444759207,77.5,11.51079136690647,10.24,10.01,10.29,0.2300000000000004,0.0499999999999989
1979-06-01,72.2,11.076923076923071,1.1204481792717047,78.0,11.428571428571432,10.29,10.24,10.47,0.0499999999999989,0.1800000000000015
1979-07-01,73.0,11.45038167938932,1.1080332409972191,79.2,12.5,10.47,10.29,10.94,0.1800000000000015,0.4699999999999988
1979-08-01,73.7,11.836115326251884,0.9589041095890538,79.6,13.06818181818179,10.94,10.47,11.43,0.4699999999999988,0.4900000000000002
1979-09-01,74.4,11.879699248120312,0.9497964721845388,80.9,13.94366197183099,11.43,10.94,13.77,0.4900000000000002,2.34
1979-10-01,75.2,12.071535022354718,1.0752688172043,82.1,14.345403899721454,13.77,11.43,13.18,2.34,-0.5899999999999999
1979-11-01,76.0,12.5925925925926,1.0638297872340496,82.6,14.563106796116498,13.18,13.77,13.78,-0.5899999999999999,0.5999999999999996
1979-12-01,76.9,13.254786450662737,1.1842105263157876,83.4,14.71801925722147,13.78,13.18,13.82,0.5999999999999996,0.0400000000000009
1980-01-01,78.0,13.868613138686126,1.4304291287386084,85.2,15.44715447154472,13.82,13.78,14.13,0.0400000000000009,0.3100000000000005
1980-02-01,79.0,14.161849710982644,1.2820512820512775,86.9,16.021361815754332,14.13,13.82,17.19,0.3100000000000005,3.0600000000000005
1980-03-01,80.1,14.592274678111572,1.3924050632911245,87.5,15.435356200527718,17.19,14.13,17.61,3.0600000000000005,0.4199999999999981
1980-04-01,80.9,14.589235127478762,0.998751560549338,87.8,14.174252275682695,17.61,17.19,10.98,0.4199999999999981,-6.629999999999999
1980-05-01,81.7,14.425770308123242,0.9888751545117368,88.3,13.935483870967747,10.98,17.61,9.47,-6.629999999999999,-1.5099999999999998
1980-06-01,82.5,14.265927977839322,0.9791921664626724,88.7,13.717948717948714,9.47,10.98,9.03,-1.5099999999999998,-0.4400000000000013
1980-07-01,82.6,13.15068493150684,0.1212121212121219,90.3,14.015151515151514,9.03,9.47,9.61,-0.4400000000000013,0.5800000000000001
1980-08-01,83.2,12.890094979647216,0.7263922518159882,91.5,14.949748743718594,9.61,9.03,10.87,0.5800000000000001,1.2599999999999998
1980-09-01,83.9,12.768817204301076,0.8413461538461675,91.7,13.349814585908517,10.87,9.61,12.81,1.2599999999999998,1.9400000000000013
