date,CPI,CPI_yoy,CPI_mom,coreCPI,coreCPI_yoy,coreCPI_mom,PPI,PPI_yoy,PPI_mom,unemployment,unemployment_yoy,unemployment_mom,Nonfarm,Nonfarm_yoy,Nonfarm_mom,industrial production,industrial production_yoy,industrial production_mom,OECD leading,OECD leading_yoy,OECD leading_mom,consumer sentiment_mom,interest rate,previous interest rate,next interest rate,previous change,present change
1958-01-01,28.64,3.5056017347307566,0.5971197752019819,29.3,2.807017543859658,0.0,31.5,1.6129032258064502,0.3184713375796288,5.8,38.095238095238095,11.538461538461542,52076.0,-1.5334581277062442,-0.5879657910812464,20.1606,-8.20067754626258,-1.8323115952261548,96.98372,-3.4627647132014605,-0.1689692218676652,0.0,2.72,2.98,1.67,-0.2599999999999998,-1.0500000000000005
1958-02-01,28.7,3.237410071942448,0.2094972067039124,29.4,2.7972027972027917,0.3412969283276279,31.5,1.6129032258064502,0.0,6.4,64.10256410256412,10.344827586206897,51576.0,-2.8645686196960285,-0.9601351870343388,19.7305,-11.03009478459277,-2.133369046556155,96.99688,-3.292951025775748,0.0135692877113902,-6.212664277180413,1.67,2.72,1.2,-1.0500000000000005,-0.47
1958-03-01,28.87,3.625269203158665,0.5923344947735165,29.5,2.7874564459930307,0.3401360544217802,31.7,2.2580645161290214,0.6349206349206327,6.7,81.08108108108108,4.6875,51299.0,-3.493490857099857,-0.5370715061268849,19.4885,-12.015006907511584,-1.226527457489679,97.18298,-2.8973239131238504,0.1918618413293327,0.0,1.2,1.67,1.26,-0.47,0.06
1958-04-01,28.94,3.616183315431432,0.2424662279182587,29.5,2.430555555555558,0.0,31.6,1.6077170418006492,-0.3154574132492094,7.4,89.74358974358975,10.44776119402986,51027.0,-4.153048574326612,-0.53022476071658,19.166,-12.300209114079276,-1.6548220745567832,97.5198,-2.3295041920178616,0.3465833214828295,0.0,1.26,1.2,0.63,0.06,-0.63
1958-05-01,28.94,3.3571428571428585,0.0,29.5,2.430555555555558,0.0,31.7,2.2580645161290214,0.3164556962025333,7.4,80.4878048780488,0.0,50914.0,-4.206961429915335,-0.221451388480609,19.3541,-11.111264203110215,0.9814254408848866,97.99331,-1.6278786350478414,0.4855526775075391,3.0573248407643305,0.63,1.26,0.93,-0.63,0.3
1958-06-01,28.91,2.8459622909996485,-0.1036627505183185,29.6,2.422145328719738,0.3389830508474523,31.6,1.6077170418006492,-0.3154574132492094,7.3,69.76744186046513,-1.3513513513513598,50914.0,-4.057135319501759,0.0,19.8649,-8.990159067585413,2.6392340641001155,98.55898,-0.814514883260109,0.577253692114299,0.0,0.93,0.63,0.68,0.3,-0.25
1958-07-01,28.89,2.483150053210359,-0.0691802144586639,29.6,2.0689655172413834,0.0,31.6,0.9584664536741228,0.0,7.5,78.57142857142856,2.7397260273972712,51039.0,-3.9229712177399567,0.2455120399104338,20.1606,-8.20067754626258,1.4885551903105476,99.15711,0.0820684768631618,0.6068751929047878,0.0,0.68,0.93,1.53,-0.25,0.85
1958-08-01,28.94,2.333804809052342,0.1730702665282191,29.6,2.0689655172413834,0.0,31.6,0.6369426751592355,0.0,7.4,80.4878048780488,-1.3333333333333308,51233.0,-3.566857400993828,0.3801014910166822,20.5638,-6.364745738015443,1.99994047796197,99.74895,1.0439801718727937,0.5968709656826388,0.0,1.53,0.68,1.76,0.85,0.2299999999999999
1958-09-01,28.91,2.083333333333326,-0.1036627505183185,29.7,2.061855670103085,0.3378378378378288,31.6,0.9584664536741228,0.0,7.1,61.36363636363635,-4.054054054054069,51506.0,-2.6976990214229057,0.5328596802841812,20.752,-4.691045036604303,0.9152004979624316,100.3171,2.05340603424482,0.5695799304153093,0.0,1.76,1.53,1.8,0.2299999999999999,0.04
1958-10-01,28.91,2.083333333333326,0.0,29.7,1.7123287671232834,0.0,31.5,0.961538461538458,-0.3164556962025333,6.7,48.88888888888889,-5.633802816901401,51485.0,-2.4221518867388103,-0.0407719488991542,20.9939,-2.1299904898651856,1.1656707787201182,100.8622,3.07070633163864,0.543376951686203,0.0,1.8,1.76,2.27,0.04,0.47
1958-11-01,28.95,1.9007391763463444,0.1383604289173279,29.8,1.7064846416382284,0.3367003367003462,31.6,0.9584664536741228,0.3174603174603163,6.2,21.568627450980404,-7.462686567164178,51944.0,-1.1682331899996234,0.8915218024667437,21.6121,3.209153728969772,2.9446648788457708,101.3731,4.0177513275017285,0.5065326752737853,12.237330037082806,2.27,1.8,2.42,0.47,0.1499999999999999
1958-12-01,28.97,1.7562346329469625,0.0690846286701241,29.9,2.0477815699658564,0.3355704697986406,31.6,0.6369426751592355,0.0,6.2,19.23076923076923,0.0,52085.0,-0.570784972510685,0.2714461728014816,21.639,5.366437972624882,0.1244673122926309,101.839,4.828855228632389,0.4595893782472826,0.0,2.42,2.27,2.48,0.1499999999999999,0.06
1959-01-01,29.01,1.2918994413407825,0.1380738695202055,29.9,2.0477815699658564,0.0,31.7,0.6349206349206327,0.3164556962025333,6.0,3.4482758620689724,-3.2258064516129115,52478.0,0.7719486903756012,0.7545358548526337,21.9616,8.933265875023565,1.4908267480012949,102.2598,5.440170783302611,0.4132012293914799,0.0,2.48,2.42,2.43,0.06,-0.0499999999999998
1959-02-01,29.0,1.0452961672473782,-0.0344708721130682,29.9,1.7006802721088343,0.0,31.7,0.6349206349206327,0.0,5.9,-7.8125,-1.6666666666666607,52688.0,2.156041569722356,0.4001676893174322,22.3917,13.487747396163297,1.9584183301763147,102.5955,5.771958850635195,0.3282814947809465,0.0,2.43,2.48,2.8,-0.0499999999999998,0.3699999999999996
1959-03-01,28.97,0.3463803255975062,-0.1034482758620725,30.0,1.6949152542372836,0.3344481605351168,31.7,0.0,0.0,5.6,-16.417910447761198,-5.084745762711873,53014.0,3.3431450905475835,0.6187367142423295,22.7142,16.551812607435167,1.4402658127788517,102.8083,5.788379817124367,0.2074165046225262,0.0,2.8,2.43,2.96,0.3699999999999996,0.1600000000000001
