date,CPI,CPI_yoy,CPI_mom,coreCPI,coreCPI_yoy,coreCPI_mom,PCE,PCE_yoy,PCE_mom,corePCE,corePCE_yoy,corePCE_mom,PPI,PPI_yoy,PPI_mom,PPIfd,PPIfd_yoy,PPIfd_mom,corePPIfd,corePPIfd_yoy,corePPIfd_mom,unemployment,unemployment_yoy,unemployment_mom,Nonfarm,Nonfarm_yoy,Nonfarm_mom,AHE,AHE_yoy,AHE_mom,job openings,job openings_yoy,job openings_mom,GDP,GDP_yoy,GDP_mom,retail,retail_yoy,retail_mom,industrial production,industrial production_yoy,industrial production_mom,OECD leading,OECD leading_yoy,OECD leading_mom,consumer sentiment,consumer sentiment_yoy,consumer sentiment_mom,initial claims,continued claims,interest rate,previous interest rate,next interest rate,previous change,present change
1954-07-01,26.86,0.26129152668905586,-0.29695619896066283,,,,,,,,,,29.3,-0.340136054421758,0.34246575342467,,,,,,,5.8,123.07692307692308,3.571428571428581,48835.0,-3.3659173658382113,-0.12271193373555311,,,,,,,4.6,-309.09090909090907,1049.9999999999998,,,,18.0907,-8.559860899101302,0.14836220306797543,,,,,,0.0,,,0.8,,1.22,,0.41999999999999993
1954-08-01,26.85,0.0,-0.03723008190616994,,,,,,,,,,29.3,0.0,0.0,,,,,,,6.0,122.22222222222219,3.4482758620689724,48826.0,-3.293786765434059,-0.018429405139752664,,,,,,,,,,,,,18.0639,-8.196496363719529,-0.1481424157163458,,,,,,0.0,,,1.22,0.8,1.07,0.41999999999999993,-0.1499999999999999
1954-09-01,26.81,-0.2975083674228385,-0.14897579143390294,,,,,,,,,,29.2,-0.6802721088435382,-0.34129692832765013,,,,,,,6.1,110.34482758620689,1.6666666666666607,48886.0,-2.9423443456162657,0.12288534797033623,,,,,,,,,,,,,18.0908,-6.136404908293757,0.14891579337796834,,,,,,0.0,,,1.07,1.22,0.85,-0.1499999999999999,-0.22000000000000008
1954-10-01,26.72,-0.8534322820037077,-0.33569563595673424,,,,,,,,,,29.1,-0.3424657534246478,-0.3424657534246478,,,,,,,5.7,83.87096774193547,-6.5573770491803245,48942.0,-2.5835987261146443,0.11455222354048722,,,,,,,8.1,-237.28813559322032,76.08695652173914,,,,18.3058,-4.219294482058578,1.1884493775841776,,,,,,0.0,,,0.85,1.07,0.83,-0.22000000000000008,-0.020000000000000018
1954-11-01,26.78,-0.26070763500931626,0.22455089820359042,,,,,,,,,,29.2,0.3436426116838476,0.3436426116838476,,,,,,,5.3,51.42857142857142,-7.017543859649134,49180.0,-1.4586839785204808,0.486289894160441,,,,,,,,,,,,,18.6015,-0.2883898945607921,1.6153350304275227,,,,87.0,7.806691449814118,4.945717732207466,,,0.83,0.85,1.28,-0.020000000000000018,0.45000000000000007
1954-12-01,26.77,-0.37216226274656705,-0.037341299477222645,,,,,,,,,,29.0,-0.6849315068493178,-0.6849315068493178,,,,,,,5.0,11.111111111111116,-5.660377358490565,49331.0,-0.7484457678610945,0.30703538023586496,,,,,,,,,,,,,18.8434,3.5448366056169966,1.300432760798853,,,,,,0.0,,,1.28,0.83,1.39,0.45000000000000007,0.10999999999999988
1955-01-01,26.77,-0.6310319227913919,0.0,,,,,,,,,,29.2,-0.6802721088435382,0.6896551724137945,,,,,,,4.9,0.0,-1.9999999999999907,49496.0,0.054579635731477616,0.33447527923617937,,,,,,,11.9,-726.3157894736843,46.91358024691359,,,,19.2735,6.696228389218262,2.282496789326771,101.3009,,,,,0.0,,,1.39,1.28,1.29,0.10999999999999988,-0.09999999999999987
1955-02-01,26.82,-0.6298629121896937,0.18677624206200338,,,,,,,,,,29.3,0.0,0.34246575342467,,,,,,,4.7,-9.615384615384615,-4.081632653061229,49644.0,0.5305576930865419,0.2990140617423531,,,,,,,,,,,,,19.5154,7.715149909480279,1.2550911873816517,101.62100000000001,,0.31598929525800123,95.9,16.951219512195138,10.229885057471266,,,1.29,1.39,1.35,-0.09999999999999987,0.06000000000000005
1955-03-01,26.79,-0.519866320089124,-0.11185682326622093,,,,,,,,,,29.2,-0.34129692832765013,-0.34129692832765013,,,,,,,4.6,-19.298245614035093,-2.1276595744680993,49962.0,1.6376101063938053,0.6405607928450463,,,,,,,,,,,,,19.9724,10.895553050788154,2.341740369144363,101.8862,,0.2609696814634743,,,0.0,,,1.35,1.29,1.43,0.06000000000000005,0.07999999999999985
1955-04-01,26.79,-0.2606105733432673,0.0,,,,,,,,,,29.3,-0.340136054421758,0.34246575342467,,,,,,,4.7,-20.33898305084746,2.1739130434782705,50248.0,2.173692023017959,0.5724350506384868,,,,,,,6.7,1575.0,-43.69747899159664,,,,20.2143,12.912649559281908,1.211171416554846,102.0731,,0.1834399555582511,,,0.0,,,1.43,1.35,1.43,0.07999999999999985,0.0
1955-05-01,26.77,-0.5941329372447068,-0.0746547219111604,,,,,,,,,,29.1,-1.0204081632652962,-0.6825938566552892,,,,,,,4.3,-27.118644067796616,-8.510638297872353,50512.0,3.1593995711222345,0.5253940455341555,,,,,,,,,,,,,20.5369,14.029905441946443,1.5958999322261747,102.1814,,0.10610043194534402,99.1,19.541616405307582,3.3368091762252305,,,1.43,1.43,1.64,0.0,0.20999999999999996
1955-06-01,26.71,-0.8537490720118779,-0.22413149047441072,,,,,,,,,,29.3,0.34246575342467,0.6872852233676952,,,,,,,4.2,-24.99999999999999,-2.3255813953488302,50790.0,3.875651907147981,0.5503642698764688,,,,,,,,,,,,,20.5638,13.839204158570407,0.13098374146049974,102.2177,,0.03552505641926107,,,0.0,,,1.64,1.43,1.68,0.20999999999999996,0.040000000000000036
1955-07-01,26.76,-0.37230081906179935,0.18719580681392234,,,,,,,,,,29.3,0.0,0.0,,,,,,,4.0,-31.034482758620683,-4.761904761904767,50987.0,4.40667554008396,0.38787162827327304,,,,,,,5.5,19.56521739130437,-17.910447761194035,,,,20.7251,14.562178356835286,0.7843880994757857,102.2203,,0.0025435907871074193,,,0.0,,,1.68,1.64,1.96,0.040000000000000036,0.28
1955-08-01,26.72,-0.484171322160154,-0.1494768310911887,,,,,,,,,,29.4,0.3412969283276279,0.3412969283276279,,,,,,,4.2,-29.999999999999993,5.000000000000004,51111.0,4.679883668537266,0.24319924686684313,,,,,,,,,,,,,20.6982,14.58322953515021,-0.12979430738573328,102.2076,,-0.01242414667145253,,,0.0,,,1.96,1.68,2.18,0.28,0.2200000000000002
1955-09-01,26.85,0.14919806042521522,0.48652694610780145,,,,,,,,,,29.6,1.3698630136986356,0.6802721088435382,,,,,,,4.1,-32.786885245901644,-2.3809523809523947,51266.0,4.868469500470485,0.3032615288294016,,,,,,,,,,,,,20.8326,15.155769783536366,0.6493318259558789,102.1845,,-0.02260105902105458,,,0.0,,,2.18,1.96,2.24,0.2200000000000002,0.06000000000000005
