date,CPI,CPI_yoy,CPI_mom,coreCPI,coreCPI_yoy,coreCPI_mom,PPI,PPI_yoy,Nonfarm,industrial production,interest rate,previous interest rate,next interest rate,previous change,present change
1959-03-01,28.97,0.3463803255975062,-0.1034482758620725,30.0,1.6949152542372836,0.3344481605351168,31.7,0.0,53014.0,22.7142,2.8,2.43,2.96,0.3699999999999996,0.1600000000000001
1959-04-01,28.98,0.1382170006910765,0.0345184673800513,30.0,1.6949152542372836,0.0,31.8,0.6329113924050667,53321.0,23.1981,2.96,2.8,2.9,0.1600000000000001,-0.06
1959-05-01,29.04,0.3455425017277136,0.2070393374741241,30.1,2.033898305084758,0.333333333333341,31.8,0.3154574132492094,53550.0,23.5476,2.9,2.96,3.39,-0.06,0.4900000000000002
1959-06-01,29.11,0.6918021445866396,0.2410468319559155,30.2,2.027027027027017,0.3322259136212535,31.7,0.3164556962025333,53681.0,23.5744,3.39,2.9,3.47,0.4900000000000002,0.08
1959-07-01,29.15,0.8999653859466772,0.1374098248024813,30.2,2.027027027027017,0.0,31.7,0.3164556962025333,53804.0,23.0099,3.47,3.39,3.5,0.08,0.0299999999999998
1959-08-01,29.18,0.8293020041465038,0.1029159519725597,30.2,2.027027027027017,0.0,31.6,0.0,53336.0,22.2304,3.5,3.47,3.76,0.0299999999999998,0.2599999999999998
1959-09-01,29.25,1.1760636457972984,0.2398903358464821,30.3,2.020202020202033,0.3311258278145823,31.7,0.3164556962025333,53428.0,22.2035,3.76,3.5,3.98,0.2599999999999998,0.2200000000000002
1959-10-01,29.35,1.5219647180906293,0.3418803418803406,30.4,2.3569023569023573,0.3300330033003229,31.6,0.3174603174603163,53358.0,22.0422,3.98,3.76,4.0,0.2200000000000002,0.02
1959-11-01,29.35,1.3816925734024157,0.0,30.4,2.0134228187919323,0.0,31.5,-0.3164556962025333,53634.0,22.1766,4.0,3.98,3.99,0.02,-0.0099999999999997
1959-12-01,29.41,1.5188125647221271,0.2044293015332154,30.5,2.006688963210701,0.328947368421062,31.5,-0.3164556962025333,54174.0,23.5475,3.99,4.0,3.99,-0.0099999999999997,0.0
1960-01-01,29.37,1.2409513960703222,-0.1360081604896312,30.5,2.006688963210701,0.0,31.6,-0.3154574132492094,54274.0,24.1658,3.99,3.99,3.97,0.0,-0.02
1960-02-01,29.41,1.4137931034482687,0.1361933946203652,30.6,2.34113712374584,0.3278688524590123,31.6,-0.3154574132492094,54513.0,23.9508,3.97,3.99,3.84,-0.02,-0.1300000000000003
