date,CPI,CPI_yoy,CPI_mom,coreCPI,coreCPI_yoy,coreCPI_mom,PCE,PCE_yoy,corePCE,corePCE_yoy,corePCE_mom,PPI,PPI_yoy,industrial production,interest rate,previous interest rate,next interest rate,previous change,present change
2024-09-01,1.0019658259426396,0.2638067224546675,0.5447321219317024,1.0034212483825413,0.33758319741838716,0.3656818424511453,,,,,,0.889652180488834,0.348722428924131,,5.13,5.33,,-0.2000000000000001,
