date,CPI_yoy,coreCPI_yoy,corePCE_yoy,unemployment,continued claims,interest rate,previous interest rate,next interest rate,previous change,present change
2019-12-01,2.3195274699624457,2.290598816440625,1.5637627676458932,3.6,1769500.0,1.55,1.55,1.55,0.0,0.0
2020-01-01,2.5122643638566533,2.27483644340134,1.7253136933988111,3.6,1807250.0,1.55,1.55,1.58,0.0,0.03
2020-02-01,2.339737643050843,2.3799131653304606,1.6579796958263726,3.5,1777000.0,1.58,1.55,0.65,0.03,-0.93
2020-04-01,0.3498763874577149,1.450016603243531,0.4421439628482959,14.8,17032000.0,0.05,0.65,0.05,-0.6,0.0
2020-05-01,0.2162196039107611,1.2371432820907913,0.4630927635713266,13.2,20326400.0,0.05,0.05,0.08,0.0,0.03
2020-06-01,0.7017667595302868,1.1798781300073502,0.7237833868037669,11.0,17678500.0,0.08,0.05,0.09,0.03,0.0099999999999999
2020-07-01,1.0187566946310067,1.5546186569431963,0.9090733627993952,10.2,16563000.0,0.09,0.08,0.1,0.0099999999999999,0.01
2020-08-01,1.3005983533565637,1.7102665256918836,1.173917237387867,8.4,14013400.0,0.1,0.09,0.09,0.01,-0.01
2020-09-01,1.373084272511016,1.706582749595298,1.2657495686040132,7.8,11824250.0,0.09,0.1,0.09,-0.01,0.0
2020-10-01,1.2031654060780772,1.6265992376495175,1.144182376319547,6.8,7871400.0,0.09,0.09,0.09,0.0,0.0
2020-11-01,1.169540753609244,1.6641059243526437,1.1545412597092852,6.7,5948250.0,0.09,0.09,0.09,0.0,0.0
2020-12-01,1.3049530216912242,1.6239380497707012,1.325893755931995,6.7,5384500.0,0.09,0.09,0.09,0.0,0.0
2021-01-01,1.3951009246599089,1.3963359305281695,1.5935797125044229,6.4,4944600.0,0.09,0.09,0.08,0.0,-0.0099999999999999
2021-03-01,2.6186325779585795,1.6448994263633443,2.666615508575388,6.1,3975250.0,0.07,0.08,0.07,-0.0099999999999999,0.0
2021-04-01,4.148739292379555,2.96054116690998,3.674735351628368,6.1,3788000.0,0.07,0.07,0.06,0.0,-0.01
2021-05-01,4.926362527750849,3.779462896621344,4.109167195950492,5.8,3621600.0,0.06,0.07,0.08,-0.01,0.02
2021-06-01,5.315092372103147,4.418463807041095,4.331641610622361,5.9,3296000.0,0.08,0.06,0.1,0.02,0.02
2021-07-01,5.25757716479367,4.203491003205273,4.505374698749098,5.4,3001400.0,0.1,0.08,0.09,0.02,-0.01
2021-08-01,5.175312107215291,3.950594284436826,4.607816030585288,5.1,2780000.0,0.09,0.1,0.08,-0.01,-0.0099999999999999
2021-09-01,5.361010344257178,4.020081814801046,4.760771471545788,4.7,2718000.0,0.08,0.09,0.08,-0.0099999999999999,0.0
2021-10-01,6.219044069333601,4.583704693998825,5.361254352748657,4.5,2362600.0,0.08,0.08,0.08,0.0,0.0
2021-11-01,6.862530903236941,4.973200428200486,5.972915181753402,4.1,1928000.0,0.08,0.08,0.08,0.0,0.0
2021-12-01,7.176580599606885,5.504549826144856,6.179392563156405,3.9,1722500.0,0.08,0.08,0.08,0.0,0.0
2022-01-01,7.5697666445729395,6.060527619794232,6.30921071236672,4.0,1708600.0,0.08,0.08,0.08,0.0,0.0
2022-02-01,7.948919315737357,6.4524228895954,6.591466220848874,3.8,1637250.0,0.08,0.08,0.2,0.0,0.12
2022-03-01,8.547431203050081,6.476068385513933,6.96707526720981,3.6,1546500.0,0.2,0.08,0.33,0.12,0.13
2022-04-01,8.251859404990402,6.157162954707385,6.7015385758882,3.7,1429400.0,0.33,0.2,0.77,0.13,0.44
2022-05-01,8.532996587844366,6.017553921319507,6.801375434445034,3.6,1359250.0,0.77,0.33,1.21,0.44,0.4399999999999999
2022-06-01,8.989743741317646,5.903416971378128,7.248868944716214,3.6,1360250.0,1.21,0.77,1.68,0.4399999999999999,0.47
2022-07-01,8.449818746001725,5.901755846840762,6.760009151223967,3.5,1390200.0,1.68,1.21,2.33,0.47,0.6500000000000001
2022-08-01,8.218806476800754,6.29979963655003,6.636893911775421,3.6,1416250.0,2.33,1.68,2.56,0.6500000000000001,0.2299999999999999
2022-09-01,8.19827154994579,6.640449036502094,6.660790389560822,3.5,1394000.0,2.56,2.33,3.08,0.2299999999999999,0.52
2022-10-01,7.7519407887596925,6.294940399044124,6.456506623563096,3.6,1414600.0,3.08,2.56,3.78,0.52,0.6999999999999997
2022-11-01,7.119465995215202,5.963097183063804,6.018294323379059,3.6,1463000.0,3.78,3.08,4.1,0.6999999999999997,0.3199999999999998
2022-12-01,6.411498247913161,5.680507396019219,5.508772867823319,3.5,1570800.0,4.1,3.78,4.33,0.3199999999999998,0.2300000000000004
2023-01-01,6.362123304649603,5.5430231058083645,5.525111725899135,3.4,1608500.0,4.33,4.1,4.57,0.2300000000000004,0.2400000000000002
2023-02-01,5.965522694923298,5.493483924006304,5.209315440262929,3.6,1649250.0,4.57,4.33,4.65,0.2400000000000002,0.08
2023-03-01,4.935090226845151,5.560110849325883,4.42313235332652,3.5,1686500.0,4.65,4.57,4.83,0.08,0.1799999999999997
2023-04-01,4.941059134795189,5.515722079754926,4.462536462188171,3.4,1713200.0,4.83,4.65,5.06,0.1799999999999997,0.2299999999999995
2023-05-01,4.120689595996696,5.332246843244137,3.979505288120344,3.7,1715250.0,5.06,4.83,5.08,0.2299999999999995,0.0200000000000004
2023-06-01,3.053261739142221,4.8552243070768775,3.2615685366669256,3.6,1753500.0,5.08,5.06,5.12,0.0200000000000004,0.04
2023-07-01,3.271780511700917,4.707596888715648,3.373849239683868,3.5,1774000.0,5.12,5.08,5.33,0.04,0.2099999999999999
2023-08-01,3.718721312697104,4.412801068216843,3.387121587665165,3.8,1805250.0,5.33,5.12,5.33,0.2099999999999999,0.0
2023-09-01,3.694055159427823,4.143701975298719,3.4163422135512045,3.8,1797400.0,5.33,5.33,5.33,0.0,0.0
2023-10-01,3.2457874929078256,4.021700278268647,2.994291336912913,3.8,1814250.0,5.33,5.33,5.33,0.0,0.0
2023-11-01,3.1394819319064515,4.015091977142249,2.701719660635593,3.7,1808250.0,5.33,5.33,5.33,0.0,0.0
2023-12-01,3.3231597124613543,3.910119665718947,2.7017896506000616,3.7,1802400.0,5.33,5.33,5.33,0.0,0.0
2024-01-01,3.1059809026621865,3.874678321424208,2.6116110817010707,3.7,1782750.0,5.33,5.33,5.33,0.0,0.0
