date,CPI_yoy,coreCPI_yoy,corePCE_yoy,unemployment,continued claims,interest rate,previous interest rate,next interest rate,previous change,present change
2003-04-01,2.175125488008911,1.4760147601476037,1.988696109358568,6.0,3629750.0,1.26,1.25,1.26,0.01,0.0
2003-05-01,1.8941504178273003,1.5263157894736867,1.80480756600554,6.1,3719200.0,1.26,1.26,1.22,0.0,-0.04
2003-06-01,1.948775055679297,1.4721345951629994,1.788127254837657,6.3,3701500.0,1.22,1.26,1.01,-0.04,-0.2099999999999999
2003-07-01,2.055555555555544,1.522309711286085,1.8627361145654664,6.2,3616250.0,1.01,1.22,1.03,-0.2099999999999999,0.02
2003-08-01,2.216066481994461,1.3082155939298843,2.0067151797029004,6.1,3596400.0,1.03,1.01,1.01,0.02,-0.02
2003-09-01,2.378318584070782,1.2545739675901668,2.141338793182146,6.1,3575750.0,1.01,1.03,1.01,-0.02,0.0
2003-10-01,2.041942604856528,1.305483028720622,1.9682118170812668,6.0,3486250.0,1.01,1.01,1.0,0.0,-0.01
2003-11-01,1.9283746556473915,1.094319958311618,1.996176703902619,5.8,3373400.0,1.0,1.01,0.98,-0.01,-0.02
2003-12-01,2.0352035203520247,1.0931806350858997,2.122877447350291,5.7,3270250.0,0.98,1.0,1.0,-0.02,0.02
2004-01-01,2.026286966046009,1.1434511434511352,2.212406575044379,5.7,3148200.0,1.0,0.98,1.01,0.02,0.01
2004-02-01,1.688453159041381,1.2467532467532516,2.000619147124838,5.6,3114750.0,1.01,1.0,1.0,0.01,-0.01
